id|song_name|artist|lyric|lyric_by_es
474|Caprichosa|Carlos Gardel|No se porque atenta escuchas Portuguesa linda, mi canción de amor Si después, cuando te pido Que me des un beso me respondes noAy de mi Siempre así Deja de ser caprichosa Portuguesa, y dame De una vez el siEn Portugal tengo un nido Hasta ahora abandonado Donde si escucha el oído Siempre oirás cantar un fado Si tu quieres Portuguesa Vamos juntos para allá Y abrazados sentiremos La canción de PortugalDecídete Portuguesa Que el tiempo se marcha Para no volver El nidito no te espera Y hasta que me muera Yo te he de quererAy de mi Siempre así Deja de ser caprichosa Portuguesa, y dame De una vez el siEn Portugal tengo un nido Hasta ahora abandonado Donde si escucha el oído Siempre oirás cantar un fado Si tu quieres Portuguesa Vamos juntos para allá Y abrazados sentiremos La canción de Portugal|No se porque atenta escuchas Portuguesa linda, mi canción de amor Si después, cuando te pido Que me des un beso me respondes no<>Ay de mi Siempre así Deja de ser caprichosa Portuguesa, y dame De una vez el si<>En Portugal tengo un nido Hasta ahora abandonado Donde si escucha el oído Siempre oirás cantar un fado Si tu quieres Portuguesa Vamos juntos para allá Y abrazados sentiremos La canción de Portugal<>Decídete Portuguesa Que el tiempo se marcha Para no volver El nidito no te espera Y hasta que me muera Yo te he de querer<>Ay de mi Siempre así Deja de ser caprichosa Portuguesa, y dame De una vez el si<>En Portugal tengo un nido Hasta ahora abandonado Donde si escucha el oído Siempre oirás cantar un fado Si tu quieres Portuguesa Vamos juntos para allá Y abrazados sentiremos La canción de Portugal<>
475|Vieja Recova|Enrique Cadícamo|La otra noche mientras iba caminando como un curda, tranco a tranco, solo y triste, recorriendo el veredón, sentí el filo de una pena que en el lado de la "zurda" se empeñaba traicionera por tajear mi corazón. Entre harapos lamentables una pobre limosnera sollozando su desgracia a mi lado se acercó, y al tirarle unas monedas a la vieja pordiosera vi que el rostro avergonzado con las manos se tapó.Yo la he visto cuando mozo ir tejiendo fantasías con sus sueños de alto vuelo y sus noches de champán. ¡Pobrecita! quien pensara los finales de sus días y en la trágica limosna vergonzante que hoy le dan. Me alejé, Vieja Recova, de su lado, ¡te imaginas, de la amiga de otros tiempos, qué dolor llegué a sentir! Lo que ayer fuera grandeza hoy mostraba sólo ruinas, y unas lágrimas porfiadas no las pude desmentir.Vieja Recova, rinconada de su vidas la encontré sola y perdida como una muestra fatal. La mala suerte le jugó una carta brava, se le dio vuelta la taba, la vejez la derrotó. ¡Vieja Recova, si vieras cuánto dolor!|La otra noche mientras iba caminando como un curda, tranco a tranco, solo y triste, recorriendo el veredón, sentí el filo de una pena que en el lado de la "zurda" se empeñaba traicionera por tajear mi corazón. Entre harapos lamentables una pobre limosnera sollozando su desgracia a mi lado se acercó, y al tirarle unas monedas a la vieja pordiosera vi que el rostro avergonzado con las manos se tapó.<>Yo la he visto cuando mozo ir tejiendo fantasías con sus sueños de alto vuelo y sus noches de champán. ¡Pobrecita! quien pensara los finales de sus días y en la trágica limosna vergonzante que hoy le dan. Me alejé, Vieja Recova, de su lado, ¡te imaginas, de la amiga de otros tiempos, qué dolor llegué a sentir! Lo que ayer fuera grandeza hoy mostraba sólo ruinas, y unas lágrimas porfiadas no las pude desmentir.<>Vieja Recova, rinconada de su vidas la encontré sola y perdida como una muestra fatal. La mala suerte le jugó una carta brava, se le dio vuelta la taba, la vejez la derrotó. ¡Vieja Recova, si vieras cuánto dolor!<>
476|Mañana zarpa un barco|Homero Manzi|Riberas que no cambian tocamos al anclar. Cien puertos nos regalan la música del mar. Muchachas de ojos tristes nos vienen a esperar y el gusto de las copas parece siempre igual. Tan sólo aquí en tu puerto se alegra el corazón, Riachuelo donde sangra la voz del bandoneón. Bailemos hasta el eco del último compás, mañana zarpa un barco, tal vez no vuelva más.Qué bien se baila sobre la tierra firme. Mañana al alba tenemos que zarpar. La noche es larga, no quiero que estés triste. Muchacha, vamos... no sé por qué llorás. Diré tu nombre cuando me encuentre lejos. Tendré un recuerdo para contarle al mar. La noche es larga, no quiero que estés triste. Muchacha, vamos... no sé por qué llorás.Dos meses en un barco viajó mi corazón. Dos meses añorando la voz del bandoneón. El tango es puerto amigo donde ancla la ilusión. Al ritmo de su danza se hamaca la emoción. De noche, con la luna, soñando sobre el mar, el ritmo de las olas me miente su compás. Bailemos este tango, no quiero recordar. Mañana zarpa un barco, tal vez no vuelva más.|Riberas que no cambian tocamos al anclar. Cien puertos nos regalan la música del mar. Muchachas de ojos tristes nos vienen a esperar y el gusto de las copas parece siempre igual. Tan sólo aquí en tu puerto se alegra el corazón, Riachuelo donde sangra la voz del bandoneón. Bailemos hasta el eco del último compás, mañana zarpa un barco, tal vez no vuelva más.<>Qué bien se baila sobre la tierra firme. Mañana al alba tenemos que zarpar. La noche es larga, no quiero que estés triste. Muchacha, vamos... no sé por qué llorás. Diré tu nombre cuando me encuentre lejos. Tendré un recuerdo para contarle al mar. La noche es larga, no quiero que estés triste. Muchacha, vamos... no sé por qué llorás.<>Dos meses en un barco viajó mi corazón. Dos meses añorando la voz del bandoneón. El tango es puerto amigo donde ancla la ilusión. Al ritmo de su danza se hamaca la emoción. De noche, con la luna, soñando sobre el mar, el ritmo de las olas me miente su compás. Bailemos este tango, no quiero recordar. Mañana zarpa un barco, tal vez no vuelva más.<>
477|Madre|Antonio Molina|Madre voy a darte un beso no pienso por eso que estamos en paz Madre yo te debo tanto que nunca en la vida te podre pagar Lucho para superarme todo te lo brindo a ti Para que tu amor de madre viva siendo más felizMadre voy a darte un beso no pienso por eso que estamos en paz Madre yo te debo tanto que nunca en la vida te podre pagar Además la sonrisa tuya que todo lo del mundo yo quiero verte así Se que música si se sepa hacer lo mejor del mundo yo tenga para ti Madre voy a darte un beso no pienso por eso que estamos en paz Madre voy a darte un beso no pienso por eso que estamos en paz Madre yo te debo tanto que nunca en la vida te podre pagar Te podre pagar(BIS) Te po…..dre pagar|Madre voy a darte un beso no pienso por eso que estamos en paz Madre yo te debo tanto que nunca en la vida te podre pagar Lucho para superarme todo te lo brindo a ti Para que tu amor de madre viva siendo más feliz<>Madre voy a darte un beso no pienso por eso que estamos en paz Madre yo te debo tanto que nunca en la vida te podre pagar Además la sonrisa tuya que todo lo del mundo yo quiero verte así Se que música si se sepa hacer lo mejor del mundo yo tenga para ti Madre voy a darte un beso no pienso por eso que estamos en paz Madre voy a darte un beso no pienso por eso que estamos en paz Madre yo te debo tanto que nunca en la vida te podre pagar Te podre pagar(BIS) Te po…..dre pagar<>
478|Perfect Day Lou Reed Transformer|Otros Aires|Just a perfect day, Drink sangria in the park, And then later, when it gets dark, We go home Just a perfect day, Feed animals in the zoo Then later, a movie, too, And then homeOh it’s such a perfect day, I’m glad I spent it with you Oh such a perfect day, You just keep me hanging on, You just keep me hanging on Just a perfect day, Problems all left alone, Weekenders on our own. It’s such funJust a perfect day, You made me forget myself I thought I was someone else, Someone good Oh such a perfect day You’re going to reap just what you sow,|Just a perfect day, Drink sangria in the park, And then later, when it gets dark, We go home Just a perfect day, Feed animals in the zoo Then later, a movie, too, And then home<>Oh it’s such a perfect day, I’m glad I spent it with you Oh such a perfect day, You just keep me hanging on, You just keep me hanging on Just a perfect day, Problems all left alone, Weekenders on our own. It’s such fun<>Just a perfect day, You made me forget myself I thought I was someone else, Someone good Oh such a perfect day You’re going to reap just what you sow,<>
479|Almagro|Carlos Gardel|Como recuerdo, barrio querido, aquellos tiempos de mi niñez... Eres el sitio donde he nacido y eres la cuna de mi honradez. Barrio del alma, fue por tus calles donde he gozado mi juventud. Noches de amor vivi; con tierno afan soñe, y entre tus flores también llore... Que triste es recordar! Me duele el corazón... Almagro mio, que enfermo estoy!Almagro, Almagro de mi vida, tu fuiste el alma de mis sueños... Cuantas noches de luna y de fe, a tu amparo yo supe querer... Almagro, gloria de los guapos; lugar de idilios y poesia, mi cabeza la nieve cubrio; ya se fue mi alegria como un rayo de sol.El tiempo ingrato doblo mi espalda y a mi sonrisa le dio frialdad... Ya soy un viejo, soy una carga, con muchas dudas y soledad. Almagro mio, todo ha pasado; quedan cenizas de lo que fue... Amante espiritual de tu querer sin fin, donde he nacido he de morir. Almagro, dulce hogar, te dejo el corazón como un recuerdo de mi pasión.|Como recuerdo, barrio querido, aquellos tiempos de mi niñez... Eres el sitio donde he nacido y eres la cuna de mi honradez. Barrio del alma, fue por tus calles donde he gozado mi juventud. Noches de amor vivi; con tierno afan soñe, y entre tus flores también llore... Que triste es recordar! Me duele el corazón... Almagro mio, que enfermo estoy!<>Almagro, Almagro de mi vida, tu fuiste el alma de mis sueños... Cuantas noches de luna y de fe, a tu amparo yo supe querer... Almagro, gloria de los guapos; lugar de idilios y poesia, mi cabeza la nieve cubrio; ya se fue mi alegria como un rayo de sol.<>El tiempo ingrato doblo mi espalda y a mi sonrisa le dio frialdad... Ya soy un viejo, soy una carga, con muchas dudas y soledad. Almagro mio, todo ha pasado; quedan cenizas de lo que fue... Amante espiritual de tu querer sin fin, donde he nacido he de morir. Almagro, dulce hogar, te dejo el corazón como un recuerdo de mi pasión.<>
480|La luz de un fósforo|Enrique Cadícamo|Nos encontramos, tú y yo, y a conversar nos detuvimos. Un algo raro tenías cuando callabas, cuando reías... La esgrima sentimental al fin surgió la tarde aquella. Después... ¡qué poco quedó! El viento todo lo llevó...La luz de un fósforo fue nuestro amor pasajero. Duró tan poco... lo sé... como el fulgor que da un lucero... La luz de un fósforo fue, nada más, nuestro idilio. Otra ilusión que se va del corazón y que no vuelve más.En todo, siempre el color es del cristal con que se mira. De rosa, yo te veía, cuando callabas, cuando reías. Después, con otro cristal, cambió el color y ya no eras... La vida es toda ilusión y un prisma es el corazón.|Nos encontramos, tú y yo, y a conversar nos detuvimos. Un algo raro tenías cuando callabas, cuando reías... La esgrima sentimental al fin surgió la tarde aquella. Después... ¡qué poco quedó! El viento todo lo llevó...<>La luz de un fósforo fue nuestro amor pasajero. Duró tan poco... lo sé... como el fulgor que da un lucero... La luz de un fósforo fue, nada más, nuestro idilio. Otra ilusión que se va del corazón y que no vuelve más.<>En todo, siempre el color es del cristal con que se mira. De rosa, yo te veía, cuando callabas, cuando reías. Después, con otro cristal, cambió el color y ya no eras... La vida es toda ilusión y un prisma es el corazón.<>
481|Tres De Agosto|Laura Canoura|Cuando se viene la noche Y se alargan las sombras Cuando se instala el silencio Y mi casa está gris. Cuando un sonido en la puerta Es sólo tu ausencia cuando febriles recuerdos  Se duermen en mi. Cuando tu sombra se sienta Conmigo a la mesa,  Y entra insistente en mi cama El invierno feroz. Vuela de pronto un recuerdo Y se posa en mi mente Se abre camino entre todos Porque pienso en vos. Si te vas En las alas de un sueño  Mi amor Volverás Si te vas El crujir de unas sábanas blancas Te traerá Hasta mí En las alas de un sueño  Mi amor te hará regresar. Hoy habrá un ruido en la puerta  Y será tu mano Hoy el crujido en mi cama Será tu calor. Y no hará falta un recuerdo  Prendido en mi mente Todo regresa a mi vida Cuando pienso en vos. Si me voy En las alas de un sueño Mi amor Volveré Si me voy El crujir de unas sábanas blancas Me traerá  Hasta vos En las alas de un sueño Tu amor me hará regresar.|Cuando se viene la noche Y se alargan las sombras Cuando se instala el silencio Y mi casa está gris. Cuando un sonido en la puerta Es sólo tu ausencia cuando febriles recuerdos  Se duermen en mi. Cuando tu sombra se sienta Conmigo a la mesa,  Y entra insistente en mi cama El invierno feroz. Vuela de pronto un recuerdo Y se posa en mi mente Se abre camino entre todos Porque pienso en vos. Si te vas En las alas de un sueño  Mi amor Volverás Si te vas El crujir de unas sábanas blancas Te traerá Hasta mí En las alas de un sueño  Mi amor te hará regresar. Hoy habrá un ruido en la puerta  Y será tu mano Hoy el crujido en mi cama Será tu calor. Y no hará falta un recuerdo  Prendido en mi mente Todo regresa a mi vida Cuando pienso en vos. Si me voy En las alas de un sueño Mi amor Volveré Si me voy El crujir de unas sábanas blancas Me traerá  Hasta vos En las alas de un sueño Tu amor me hará regresar.<>
482|Cornetín|Homero Manzi|Tarí, Tarí. Lo apelan Roque Barullo conductor del Nacional.Con su tramway, sin cuarta ni cinchón, sabe cruzar el barrancón de Cuyo. El cornetín, colgado de un piolín, y en el ojal un medallón de yuyo.Tarí, tarí. y el cuerno listo al arrullo si hay percal en un zaguán.Calá, que linda está la moza, calá, barriendo la vereda, Mirá, mirá que bien le queda, mirá, la pollerita rosa. Frená, que va a subir la vieja, frená porque se queja, si está en movimiento. Calá, calá que sopla el viento, calá, calá calamidad.Tarí, tarí, trota la yunta, palomas chapaleando en el barrial.Talán, tilín, resuena el campanín del mayoral picando en son de broma y el conductor castiga sin parar para pasar sin papelón la loma Tarí, tarí, que a lo mejor se le asoma, cualquier moza de un portalQué linda esta la moza, barriendo la vereda, mirá que bien le queda, la pollerita rosa. Frená, que va a subir la vieja, Frená porque se queja si está en movimiento, calá, calá que sopla el viento, calá, calá calamidad.Tarí, Tarí. Conduce Roque Barullo de la línea Nacional.|Tarí, Tarí. Lo apelan Roque Barullo conductor del Nacional.<>Con su tramway, sin cuarta ni cinchón, sabe cruzar el barrancón de Cuyo. El cornetín, colgado de un piolín, y en el ojal un medallón de yuyo.<>Tarí, tarí. y el cuerno listo al arrullo si hay percal en un zaguán.<>Calá, que linda está la moza, calá, barriendo la vereda, Mirá, mirá que bien le queda, mirá, la pollerita rosa. Frená, que va a subir la vieja, frená porque se queja, si está en movimiento. Calá, calá que sopla el viento, calá, calá calamidad.<>Tarí, tarí, trota la yunta, palomas chapaleando en el barrial.<>Talán, tilín, resuena el campanín del mayoral picando en son de broma y el conductor castiga sin parar para pasar sin papelón la loma Tarí, tarí, que a lo mejor se le asoma, cualquier moza de un portal<>Qué linda esta la moza, barriendo la vereda, mirá que bien le queda, la pollerita rosa. Frená, que va a subir la vieja, Frená porque se queja si está en movimiento, calá, calá que sopla el viento, calá, calá calamidad.<>Tarí, Tarí. Conduce Roque Barullo de la línea Nacional.<>
483|Cristal|José María Contursi|Tengo el corazón hecho pedazos, rota mi emoción en este día... Noches y más noches sin descanso y esta desazón del alma mía... ¡Cuántos, cuántos años han pasado, grises mis cabellos y mi vida! Loco... casi muerto... destrozado, con mi espíritu amarrado a nuestra juventud.Más frágil que el cristal fue mi amor junto a ti... Cristal tu corazón, tu mirar, tu reír... Tus sueños y mi voz y nuestra timidez temblando suavemente en tu balcón... Y ahora sólo se que todo se perdió la tarde de mi ausencia. Ya nunca volveré, lo se, lo se bien, ¡nunca más! Tal vez me esperarás, junto a Dios, ¡más allá!Todo para mi se ha terminado, todo para mi se torna olvido. ¡Trágica enseñanza me dejaron esas horas negras que he vivido! ¡Cuántos, cuántos años han pasado, grises mis cabellos y mi vida! Solo, siempre solo y olvidado, con mi espíritu amarrado a nuestra juventud...|Tengo el corazón hecho pedazos, rota mi emoción en este día... Noches y más noches sin descanso y esta desazón del alma mía... ¡Cuántos, cuántos años han pasado, grises mis cabellos y mi vida! Loco... casi muerto... destrozado, con mi espíritu amarrado a nuestra juventud.<>Más frágil que el cristal fue mi amor junto a ti... Cristal tu corazón, tu mirar, tu reír... Tus sueños y mi voz y nuestra timidez temblando suavemente en tu balcón... Y ahora sólo se que todo se perdió la tarde de mi ausencia. Ya nunca volveré, lo se, lo se bien, ¡nunca más! Tal vez me esperarás, junto a Dios, ¡más allá!<>Todo para mi se ha terminado, todo para mi se torna olvido. ¡Trágica enseñanza me dejaron esas horas negras que he vivido! ¡Cuántos, cuántos años han pasado, grises mis cabellos y mi vida! Solo, siempre solo y olvidado, con mi espíritu amarrado a nuestra juventud...<>
484|El milagro|Homero Expósito|Nos habían suicidado los errores del pasado, corazón... y latías -rama seca- como late en la muñeca mi reloj. Y gritábamos unidos lo terrible del olvido sin razón, con la muda voz del yeso, sin la gracia de otro beso ni la suerte de otro error. Y anduvimos sin auroras suicidados... pero ahora, por milagro, regreso.Y otra vez, corazón, te han herido... Pero amar es vivir otra vez. Y hoy he visto que en los árboles hay nidos y noté que en mi ventana hay un clavel. ¡Para qué recordar las tristezas! ¡Presentir y dudar, para qué! Si es amor, corazón, y regresa, hay que darse el amor como ayer.Sabes bien que mi locura fue quererla sin mesura ni control. Y si al fin ella deseara que te mate, te matara, corazón. Para qué gritar ahora que la duda me devora. ¡Para qué, si la tengo aquí a mi lado y la quiero demasiado, demasiado más que ayer! Hoy nos ha resucitado porque Dios sabe el pasado y el milagro pudo ser.|Nos habían suicidado los errores del pasado, corazón... y latías -rama seca- como late en la muñeca mi reloj. Y gritábamos unidos lo terrible del olvido sin razón, con la muda voz del yeso, sin la gracia de otro beso ni la suerte de otro error. Y anduvimos sin auroras suicidados... pero ahora, por milagro, regreso.<>Y otra vez, corazón, te han herido... Pero amar es vivir otra vez. Y hoy he visto que en los árboles hay nidos y noté que en mi ventana hay un clavel. ¡Para qué recordar las tristezas! ¡Presentir y dudar, para qué! Si es amor, corazón, y regresa, hay que darse el amor como ayer.<>Sabes bien que mi locura fue quererla sin mesura ni control. Y si al fin ella deseara que te mate, te matara, corazón. Para qué gritar ahora que la duda me devora. ¡Para qué, si la tengo aquí a mi lado y la quiero demasiado, demasiado más que ayer! Hoy nos ha resucitado porque Dios sabe el pasado y el milagro pudo ser.<>
485|Coplas de Mi Andalucia|Antonio Molina|No sé qué cositas tiene Mi copla por bulerías Que me quita los pesares Y me llena de alegría Una guitarra gitana Y una niña muy morena Dos palmas por bulería Y luego que vengan penasEstribillo: Tóqueme usted compañero Tóqueme por bulerias Que la persona que quiero Me quiere más que a su vía Copla de mi andalucía De nuestra españa calé Tóqueme por bulerías Sentrañitas mías ole y ole Tóqueme por bulerias Sentrañitas mías ole y oleOyendo mis bulerias Quien tenga sangre en las venas Tie que sentir alegría Aunque se muera de pena Cuando un beso te traicione Y en suspires noche y día Piensa en mi copla un momento Y volverá tu alegría(estribillo)|No sé qué cositas tiene Mi copla por bulerías Que me quita los pesares Y me llena de alegría Una guitarra gitana Y una niña muy morena Dos palmas por bulería Y luego que vengan penas<>Estribillo: Tóqueme usted compañero Tóqueme por bulerias Que la persona que quiero Me quiere más que a su vía Copla de mi andalucía De nuestra españa calé Tóqueme por bulerías Sentrañitas mías ole y ole Tóqueme por bulerias Sentrañitas mías ole y ole<>Oyendo mis bulerias Quien tenga sangre en las venas Tie que sentir alegría Aunque se muera de pena Cuando un beso te traicione Y en suspires noche y día Piensa en mi copla un momento Y volverá tu alegría<>(estribillo)<>
486|Cobardía|Carlos Gardel|No se que daño he hecho yo pa' merecer esta cadena inaguantable de dolor que cuando no te beso no puedo respirar y siento que me ahogan tus labios al besar. De sufrir tanto perdí la dignidad y no me importa saber que me engañas. No ves que necesito de vos? Te quiero ver. Háblame como siempre. Decí que me querés.Yo se que es mentira todo lo que estas diciendo, que soy en tu vida solo un remordimiento. Yo se que es de pena que mentís pa' no matarme lo se, y sin embargo sin esa mentira no puedo vivir.Anoche mismo lo he podido comprobar que ni la puerta de esta casa respetas, yo vi con estos ojos los besos que te dio y oí que se reían burlándose los dos. Humildemente sin embargo ya lo ves yo te pregunto: Todavía me querés? Y cerrando los ojos escucho que juras que nunca me engañaste, que no me olvidaras...|No se que daño he hecho yo pa' merecer esta cadena inaguantable de dolor que cuando no te beso no puedo respirar y siento que me ahogan tus labios al besar. De sufrir tanto perdí la dignidad y no me importa saber que me engañas. No ves que necesito de vos? Te quiero ver. Háblame como siempre. Decí que me querés.<>Yo se que es mentira todo lo que estas diciendo, que soy en tu vida solo un remordimiento. Yo se que es de pena que mentís pa' no matarme lo se, y sin embargo sin esa mentira no puedo vivir.<>Anoche mismo lo he podido comprobar que ni la puerta de esta casa respetas, yo vi con estos ojos los besos que te dio y oí que se reían burlándose los dos. Humildemente sin embargo ya lo ves yo te pregunto: Todavía me querés? Y cerrando los ojos escucho que juras que nunca me engañaste, que no me olvidaras...<>
487|Uno Y Uno|Carlos Gardel|Hace rato que te juno Que sos un gil a la gurda, Pretencioso cuando curda, Engrupido y charlatán. Se te dio vuelta la taba, Hoy andás hecho un andrajo; Has descendido tan bajo Que ni bolilla te dan.¿qué quedó de aquel jailefe Que en el juego del amor Decía siempre: "mucha efe Me tengo pa' tayador"? ¿dónde están aquellos briyos Y de vento aquel pacoy, Que disqueabas, poligriyo, Con las minas del convoy?¿y esos jetras tan costosos, Funyi y tarros de un color, Que de puro espamentoso Los tenías al por mayor? ¿y esas grelas que engrupido Te tenían con su amor? ¿no manyás que vos has sido Un mishé de lo mejor?Se acabaron esos saques De cincuenta ganadores; Ya no hay tarros de colores Ni almuerzos en el julien. Ya no hay paddock en las carreras, Y hoy, si no te ve ninguno, Te acoplás con uno y uno... ¡qué distinto era tu tren!|Hace rato que te juno Que sos un gil a la gurda, Pretencioso cuando curda, Engrupido y charlatán. Se te dio vuelta la taba, Hoy andás hecho un andrajo; Has descendido tan bajo Que ni bolilla te dan.<>¿qué quedó de aquel jailefe Que en el juego del amor Decía siempre: "mucha efe Me tengo pa' tayador"? ¿dónde están aquellos briyos Y de vento aquel pacoy, Que disqueabas, poligriyo, Con las minas del convoy?<>¿y esos jetras tan costosos, Funyi y tarros de un color, Que de puro espamentoso Los tenías al por mayor? ¿y esas grelas que engrupido Te tenían con su amor? ¿no manyás que vos has sido Un mishé de lo mejor?<>Se acabaron esos saques De cincuenta ganadores; Ya no hay tarros de colores Ni almuerzos en el julien. Ya no hay paddock en las carreras, Y hoy, si no te ve ninguno, Te acoplás con uno y uno... ¡qué distinto era tu tren!<>
488|De todo te olvidas (Cabeza de novia)|Enrique Cadícamo|De un tiempo a esta parte, muchacha, te noto más pálida y triste... Decí ¿qué tenés? Tu carita tiene el blancor del loto y yo, francamente, chiquita, no sé... ¿Qué pena te embarga? ¿Por qué ya no ríes con ese derroche de plata y cristal? Tu boquita, donde sangraron rubíes, hoy muestra una mueca, trasuntando un mal...El piano está mudo. Tus ágiles manos no arrancan el tema del tango tristón... A veces te encuentro un poco amargada, llorando, encerrada, en la habitación. Y he visto, extrañando, que muy a menudo, "de todo te olvidas", cabeza de novia, ¡nimbada de amor!¿Qué es lo que te pasa? Cuéntame; te ruego que me confidencias tu preocupación... Acaso tu pena es la que Carriego, rimando cuartetas, a todos contó. "De todo te olvidas, cabeza de novia", pensando en el chico que en tu corazón dejó con sus besos sus credos amantes, como un ofertorio de dulce pasión...|De un tiempo a esta parte, muchacha, te noto más pálida y triste... Decí ¿qué tenés? Tu carita tiene el blancor del loto y yo, francamente, chiquita, no sé... ¿Qué pena te embarga? ¿Por qué ya no ríes con ese derroche de plata y cristal? Tu boquita, donde sangraron rubíes, hoy muestra una mueca, trasuntando un mal...<>El piano está mudo. Tus ágiles manos no arrancan el tema del tango tristón... A veces te encuentro un poco amargada, llorando, encerrada, en la habitación. Y he visto, extrañando, que muy a menudo, "de todo te olvidas", cabeza de novia, ¡nimbada de amor!<>¿Qué es lo que te pasa? Cuéntame; te ruego que me confidencias tu preocupación... Acaso tu pena es la que Carriego, rimando cuartetas, a todos contó. "De todo te olvidas, cabeza de novia", pensando en el chico que en tu corazón dejó con sus besos sus credos amantes, como un ofertorio de dulce pasión...<>
489|Cuartito Azul|Francisco Canaro|Cuartito azul, dulce morada de mi vida, Fiel testigo de mi tierna juventud, Llegó la hora de la triste despedida, Ya lo ves, todo en el mundo es inquietud. Ya no soy más aquel muchacho oscuro; Todo un señor desde esta tarde soy. Sin embargo, cuartito, te lo juro, Nunca estuve tan triste como hoy.Cuartito azul De mi primera pasión, Vos guardarás Todo mi corazón. Si alguna vez Volviera la que amé Vos le dirás Que nunca la olvidé. Cuartito azul, Hoy te canto mi adiós. Ya no abriré Tu puerta y tu balcón.Aquí viví toda mi ardiente fantasia Y al amor con alegria le canté; Aquí fue donde sollozó la amada mía Recitándome los versos de chénier. Quizá tendré para enorgullecerme Gloria y honor como nadie alcanzó, Pero nada podrá ya parecerme Tan lindo y tan sincero Como vos.|Cuartito azul, dulce morada de mi vida, Fiel testigo de mi tierna juventud, Llegó la hora de la triste despedida, Ya lo ves, todo en el mundo es inquietud. Ya no soy más aquel muchacho oscuro; Todo un señor desde esta tarde soy. Sin embargo, cuartito, te lo juro, Nunca estuve tan triste como hoy.<>Cuartito azul De mi primera pasión, Vos guardarás Todo mi corazón. Si alguna vez Volviera la que amé Vos le dirás Que nunca la olvidé. Cuartito azul, Hoy te canto mi adiós. Ya no abriré Tu puerta y tu balcón.<>Aquí viví toda mi ardiente fantasia Y al amor con alegria le canté; Aquí fue donde sollozó la amada mía Recitándome los versos de chénier. Quizá tendré para enorgullecerme Gloria y honor como nadie alcanzó, Pero nada podrá ya parecerme Tan lindo y tan sincero Como vos.<>
490|De La Canilla|Adriana Varela|En tu bulín de ermitaño aún te sigue faltando La bombachita colgando de la canilla del baño Llevás demasiados años sacándole el cuerpo al bulto Con argumentos profundos dignos de un Dalai Lama Y aún seguís con la cama tan fría como un difuntoCuando sos interrogado sobre tu estado civil No sabés lo que decir, si soltero o divorciado Los viernes, días sagrados, salís a romper la noche Diez litros de nafta al coche, y una vuelta por las canchas A ver lo que se levanta para poner digno brocheGalán de perfil mediano que te hacés el centrojás Cuando al mostrador llegás con tu paso de verano Lo que vos soñás, hermano, es difícil de encontrar Sé que es brava de bancar la soledad del domingo Y que el fútbol y los pingos comienzan a no alcanzarEs verdad que los amigos son lo mas grande del mundo Y también que en lo profundo de tu alma estás conmigo Escuchá lo que te digo, metételo en la cabeza No se borra esa tristeza subiéndote a cualquier tren  Te hace falta una mujer en lugar de mil princesas  No pienses que es un consejo, ¡qué te voy a enseñar yo!  Si estoy mucho peor que vos, mis recuerdos son añejosBuscá de frente al espejo, en el botiquín del baño  El frasco del desengaño ya no tiene mas pajillas  Jugate a hacer la sencilla, que éste puede ser tu añoBesala como vos sabés, regalate la poesía  De vivir en compañía de la mujer que querés  Convencete que podés no te vallas a Sevilla  que vas a perder la silla y la alegría más bonita  De encontrar la bombachita colgada de la canilla.|En tu bulín de ermitaño aún te sigue faltando La bombachita colgando de la canilla del baño Llevás demasiados años sacándole el cuerpo al bulto Con argumentos profundos dignos de un Dalai Lama Y aún seguís con la cama tan fría como un difunto<>Cuando sos interrogado sobre tu estado civil No sabés lo que decir, si soltero o divorciado Los viernes, días sagrados, salís a romper la noche Diez litros de nafta al coche, y una vuelta por las canchas A ver lo que se levanta para poner digno broche<>Galán de perfil mediano que te hacés el centrojás Cuando al mostrador llegás con tu paso de verano Lo que vos soñás, hermano, es difícil de encontrar Sé que es brava de bancar la soledad del domingo Y que el fútbol y los pingos comienzan a no alcanzar<>Es verdad que los amigos son lo mas grande del mundo Y también que en lo profundo de tu alma estás conmigo Escuchá lo que te digo, metételo en la cabeza <>No se borra esa tristeza subiéndote a cualquier tren  Te hace falta una mujer en lugar de mil princesas  No pienses que es un consejo, ¡qué te voy a enseñar yo!  Si estoy mucho peor que vos, mis recuerdos son añejos<>Buscá de frente al espejo, en el botiquín del baño  El frasco del desengaño ya no tiene mas pajillas  Jugate a hacer la sencilla, que éste puede ser tu año<>Besala como vos sabés, regalate la poesía  De vivir en compañía de la mujer que querés  Convencete que podés no te vallas a Sevilla  que vas a perder la silla y la alegría más bonita  De encontrar la bombachita colgada de la canilla.<>
