id|song_name|artist|lyric|lyric_by_e|lang|lyric_length|eval|misogy_estr
448|Bailarín Compadrito|Carlos Gardel|Vestido como dandy, peinao a la gomina Y dueño de una mina más linda que una flor Bailás en la milonga con aire de importancia Luciendo la elegancia y haciendo exhibiciónCualquiera iba a decirte, che, reo de otros tiempos Que un día llegarías a rey de cabaret Que pa' enseñar tu corte pondrías academia Al taura siempre premia la suerte que es mujerBailarín compadrito Que floriaste tu corte primero En el viejo bailongo orillero De Barracas al surBailarín compadrito Que quisiste probar otra vida Y al lucir tu famosa corrida Te viniste al MaipúAraca, cuando a veces oís La Cumparsita Yo sé cómo palpita tu cuore al recordar Que un día lo bailaste de lengue y sin un mango Y ahora el mismo tango bailás hecho un bacánPero algo vos darías por ser solo un ratito El mismo compadrito del tiempo que se fue Pues cansa tanta gloria y un poco triste y viejo Te ves en el espejo del loco cabaret|Vestido como dandy, peinao a la gomina Y dueño de una mina más linda que una flor Bailás en la milonga con aire de importancia Luciendo la elegancia y haciendo exhibición<>Cualquiera iba a decirte, che, reo de otros tiempos Que un día llegarías a rey de cabaret Que pa' enseñar tu corte pondrías academia Al taura siempre premia la suerte que es mujer<>Bailarín compadrito Que floriaste tu corte primero En el viejo bailongo orillero De Barracas al sur<>Bailarín compadrito Que quisiste probar otra vida Y al lucir tu famosa corrida Te viniste al Maipú<>Araca, cuando a veces oís La Cumparsita Yo sé cómo palpita tu cuore al recordar Que un día lo bailaste de lengue y sin un mango Y ahora el mismo tango bailás hecho un bacán<>Pero algo vos darías por ser solo un ratito El mismo compadrito del tiempo que se fue Pues cansa tanta gloria y un poco triste y viejo Te ves en el espejo del loco cabaret<>|es|889|[('active', 4.375241696834564), ('stereotype', 3.369113802909851), ('discredit', 1.849806308746338), ('sexual_harassment', 1.7481312155723572)]|('Pero algo vos darías por ser solo un ratito El mismo compadrito del tiempo que se fue Pues cansa tanta gloria y un poco triste y viejo Te ves en el espejo del loco cabaret', ('stereotype', 2.1825945004820824), 0)
449|Galleguita|Carlos Gardel|Galleguita La divina La que a la playa Argentina Llego una tarde de abril Sin más prendas Ni tesoros Que tus bellos ojos moros Y tu cuerpo tan gentil Siendo buena Eras honrada Pero no te valió nada Que otras cayeron igual Eras linda galleguita Y tras la primera cita Fuiste a parar a PigallSola y en tierras extrañas Tu caída fue tan breve Que como bola de nieve Tu virtud se disipo Tu obsesión era la idea De juntar mucha platita Para tu pobre viejita Que en la aldea quedo Pero un paisano malvado Loco por no haber logrado Tus caricias y tu amor Ya perdida la esperanza Volvió a tu pueblo el traidor Y envenenando la vida De tu viejita querida Le contó tu perdición Y así fue que el mes pasado Te llego un sobre enlutado Que en luto tu corazónY hora te veo Galleguita Sentada triste y solita En un rincón de Pigall Y la pena que me mata Claramente se retrata En tu palidez mortal Tu tristeza es infinita Ya no sos la Galleguita Que llego un día de abril Sin más prendas Ni tesoros Que tus bellos ojos moros Y tu cuerpito gentil|Galleguita La divina La que a la playa Argentina Llego una tarde de abril Sin más prendas Ni tesoros Que tus bellos ojos moros Y tu cuerpo tan gentil Siendo buena Eras honrada Pero no te valió nada Que otras cayeron igual Eras linda galleguita Y tras la primera cita Fuiste a parar a Pigall<>Sola y en tierras extrañas Tu caída fue tan breve Que como bola de nieve Tu virtud se disipo Tu obsesión era la idea De juntar mucha platita Para tu pobre viejita Que en la aldea quedo Pero un paisano malvado Loco por no haber logrado Tus caricias y tu amor Ya perdida la esperanza Volvió a tu pueblo el traidor Y envenenando la vida De tu viejita querida Le contó tu perdición Y así fue que el mes pasado Te llego un sobre enlutado Que en luto tu corazón<>Y hora te veo Galleguita Sentada triste y solita En un rincón de Pigall Y la pena que me mata Claramente se retrata En tu palidez mortal Tu tristeza es infinita Ya no sos la Galleguita Que llego un día de abril Sin más prendas Ni tesoros Que tus bellos ojos moros Y tu cuerpito gentil<>|es|1029|[('active', 89.02087807655334), ('sexual_harassment', 39.71714675426483), ('stereotype', 25.950750708580017), ('dominance', 9.894055128097534)]|('Y hora te veo Galleguita Sentada triste y solita En un rincón de Pigall Y la pena que me mata Claramente se retrata En tu palidez mortal Tu tristeza es infinita Ya no sos la Galleguita Que llego un día de abril Sin más prendas Ni tesoros Que tus bellos ojos moros Y tu cuerpito gentil', ('stereotype', 77.25412249565125), 3)
450|No Soy de Aquí, Ni Soy de Allá|Cacho Castaña|No soy de aquí ni soy de allá Las golondrinas y las malas señoras Saltar balcones y abrir las ventanas Y las muchachas en abril Me gusta el vino tanto como las flores Y los amantes, pero no los señores Me encanta ser amigo de los ladrones Y las canciones en francés No soy de aquí, ni soy de allá No tengo edad, ni porvenir Y ser feliz es mi color E identidad No soy de aquí, ni soy de allá No tengo edad, ni porvenir Y ser feliz es mi color E identidadMe gusta estar tirado sobre la arena Y en bicicleta perseguir a manuela Y todo el tiempo para ver las estrellas Con la maría en el trigal No soy de aquí, ni soy de allá No tengo edad, ni porvenir Y ser feliz es mi color E identidad.|No soy de aquí ni soy de allá Las golondrinas y las malas señoras Saltar balcones y abrir las ventanas Y las muchachas en abril Me gusta el vino tanto como las flores Y los amantes, pero no los señores Me encanta ser amigo de los ladrones Y las canciones en francés No soy de aquí, ni soy de allá No tengo edad, ni porvenir Y ser feliz es mi color E identidad No soy de aquí, ni soy de allá No tengo edad, ni porvenir Y ser feliz es mi color E identidad<>Me gusta estar tirado sobre la arena Y en bicicleta perseguir a manuela Y todo el tiempo para ver las estrellas Con la maría en el trigal No soy de aquí, ni soy de allá No tengo edad, ni porvenir Y ser feliz es mi color E identidad.<>|es|685|[('active', 1.913825049996376), ('stereotype', 1.5544223599135876), ('dominance', 1.297733560204506), ('discredit', 1.2433764524757862)]|('Me gusta estar tirado sobre la arena Y en bicicleta perseguir a manuela Y todo el tiempo para ver las estrellas Con la maría en el trigal No soy de aquí, ni soy de allá No tengo edad, ni porvenir Y ser feliz es mi color E identidad.', ('stereotype', 1.9898133352398872), 0)
451|A Mí No Me Cambia Nadie|Tita Merello|Pesebre de tango y luna,  bajo tu cielo nací  y fué mi canción de cuna  fueye, grillo y tamboril. Tuve muñecas de trapo,  también hambre y mucho sol.  Y canté junto a los sapos  en las noches sin amor. A veces tuve ternura  y otras muchas, soledad.  Y la más grande fortuna:  A mi vieja, en delantal... No me retuerce el pasado,  ni me cierro al porvenir.  Lo malo ya lo he olvidado,  y lo bueno vive en mí. A mí no me cambia nadie.  Siempre estoy donde nací.  Mi cuna fué Buenos Aires,  y en mi cuna he de morir. Milonga calonga y tunga,  soy norteña de raíz.  Milonga calunga y tunga,  soy porteña de raíz.|Pesebre de tango y luna,  bajo tu cielo nací  y fué mi canción de cuna  fueye, grillo y tamboril. <>Tuve muñecas de trapo,  también hambre y mucho sol.  Y canté junto a los sapos  en las noches sin amor. <>A veces tuve ternura  y otras muchas, soledad.  Y la más grande fortuna:  A mi vieja, en delantal... <>No me retuerce el pasado,  ni me cierro al porvenir.  Lo malo ya lo he olvidado,  y lo bueno vive en mí. <>A mí no me cambia nadie.  Siempre estoy donde nací.  Mi cuna fué Buenos Aires,  y en mi cuna he de morir. <>Milonga calonga y tunga,  soy norteña de raíz.  Milonga calunga y tunga,  soy porteña de raíz.<>|es|608|[('active', 61.69769763946533), ('stereotype', 22.190339863300323), ('discredit', 9.38686728477478), ('dominance', 5.40744848549366)]|('Milonga calonga y tunga,  soy norteña de raíz.  Milonga calunga y tunga,  soy porteña de raíz.', ('discredit', 93.21142435073853), 1)
452|Verdemar|José María Contursi|Verdemar... Verdemar... Se llenaron de silencio tus pupilas. Te perdí, Verdemar. Tus manos amarillas, tus labios sin color y el frío de la noche sobre tu corazón. Faltas tú, ya no estás, se apagaron tus pupilas, Verdemar.Te encontré sin pensarlo y alegré mis días, olvidando la angustia de las horas mías. Pero luego la vida se ensañó contigo y en tus labios mis besos se morían de frío. Y ahora... ¿qué rumbo tomaré? Caminos sin aurora me pierden otra vez.Volverás, Verdemar... Es el alma que presiente tu retorno. Llegarás, llegarás... Por un camino blanco tu espíritu vendrá Buscando mi cansancio y aquí me encontrarás. Faltas tú... Ya no estás... Se apagaron tus pupilas, Verdemar.|Verdemar... Verdemar... Se llenaron de silencio tus pupilas. Te perdí, Verdemar. Tus manos amarillas, tus labios sin color y el frío de la noche sobre tu corazón. Faltas tú, ya no estás, se apagaron tus pupilas, Verdemar.<>Te encontré sin pensarlo y alegré mis días, olvidando la angustia de las horas mías. Pero luego la vida se ensañó contigo y en tus labios mis besos se morían de frío. Y ahora... ¿qué rumbo tomaré? Caminos sin aurora me pierden otra vez.<>Volverás, Verdemar... Es el alma que presiente tu retorno. Llegarás, llegarás... Por un camino blanco tu espíritu vendrá Buscando mi cansancio y aquí me encontrarás. Faltas tú... Ya no estás... Se apagaron tus pupilas, Verdemar.<>|es|685|[('active', 24.743880331516266), ('stereotype', 17.863768339157104), ('sexual_harassment', 9.179998934268951), ('dominance', 5.617299303412437)]|('Volverás, Verdemar... Es el alma que presiente tu retorno. Llegarás, llegarás... Por un camino blanco tu espíritu vendrá Buscando mi cansancio y aquí me encontrarás. Faltas tú... Ya no estás... Se apagaron tus pupilas, Verdemar.', ('stereotype', 12.899994850158691), 1)
453|La Mentirosa|Carlos Gardel|Cuanto te amé, puedo decir que jamás a otra mujer, podré querer como a vos. La juventud no volverá nunca más y a la ambición ya puedo darle el adiós. Que tiempo aquel, hora fugaz que se fue, todo el valor de una pasión conocí.Cuantas feliz frases de amor escuche, que siempre yo, sumiso y fiel te creí. Las caricias de tus manos, tus palabras de ternura, dejaron cruel amargura, porque nada fue verdad. Besos falsos de tu boca, juramentos, ilusiones, mataron mis ambiciones, sin un poco de piedad.Pero, por el mal que vos me hiciste, solo dice mi alma triste, mentirosa, mentirosa. Todo lo que me has hecho pasar, penas, llanto, con otro lo has de pagar.Ya encontrarás quien un amor fingirá y entonces sí, vas querer sin mentir, has de ser vos la que al final llorará. Siempre de mi te acordarás al sufrir, ha de sangrar tu corazón al pensar, en todo el mal que hicistes a mi ilusión y hasta al morir, hasta el morir, mirarás los ojos del fantasma de tu traición.Pero, por el mal que vos me hiciste, solo dice mi alma triste, mentirosa, mentirosa. Todo lo que me has hecho pasar, penas, llanto, con otro lo has de pagar.|Cuanto te amé, puedo decir que jamás a otra mujer, podré querer como a vos. La juventud no volverá nunca más y a la ambición ya puedo darle el adiós. Que tiempo aquel, hora fugaz que se fue, todo el valor de una pasión conocí.<>Cuantas feliz frases de amor escuche, que siempre yo, sumiso y fiel te creí. Las caricias de tus manos, tus palabras de ternura, dejaron cruel amargura, porque nada fue verdad. Besos falsos de tu boca, juramentos, ilusiones, mataron mis ambiciones, sin un poco de piedad.<>Pero, por el mal que vos me hiciste, solo dice mi alma triste, mentirosa, mentirosa. Todo lo que me has hecho pasar, penas, llanto, con otro lo has de pagar.<>Ya encontrarás quien un amor fingirá y entonces sí, vas querer sin mentir, has de ser vos la que al final llorará. Siempre de mi te acordarás al sufrir, ha de sangrar tu corazón al pensar, en todo el mal que hicistes a mi ilusión y hasta al morir, hasta el morir, mirarás los ojos del fantasma de tu traición.<>Pero, por el mal que vos me hiciste, solo dice mi alma triste, mentirosa, mentirosa. Todo lo que me has hecho pasar, penas, llanto, con otro lo has de pagar.<>|es|1120|[('active', 79.44722175598145), ('sexual_harassment', 44.095489382743835), ('stereotype', 23.123103380203247), ('dominance', 7.9365648329257965)]|('Pero, por el mal que vos me hiciste, solo dice mi alma triste, mentirosa, mentirosa. Todo lo que me has hecho pasar, penas, llanto, con otro lo has de pagar.', ('stereotype', 82.68733620643616), 3)
454|Madre|Carlos Gardel|Yo viví desorientado Yo soñé ne sé que mundo Yo me hundí en el mar profundo Con delirante afán de loca juventud Me atraían los placeres Un abismo, las mujeres Ya sin madre ni deberes Sin amor ni gratitudMadre Las tristezas me abatían Y lloraba sin tu amor Cuando en la noche me hundía De mi profundo dolorMadre No hay cariño más sublime Ni más santo para mí Los desengaños redimen Y a los recuerdos del alma volvíYo mate mis ilusiones Yo amargue mi propia vida Yo sentí en el alma herida El dardo del dolor que el vicio me dejoDesde entonces penas lloro Y solo el cariño imploro De mi madre a quien adoro Y mis desvíos sintió|Yo viví desorientado Yo soñé ne sé que mundo Yo me hundí en el mar profundo Con delirante afán de loca juventud Me atraían los placeres Un abismo, las mujeres Ya sin madre ni deberes Sin amor ni gratitud<>Madre Las tristezas me abatían Y lloraba sin tu amor Cuando en la noche me hundía De mi profundo dolor<>Madre No hay cariño más sublime Ni más santo para mí Los desengaños redimen Y a los recuerdos del alma volví<>Yo mate mis ilusiones Yo amargue mi propia vida Yo sentí en el alma herida El dardo del dolor que el vicio me dejo<>Desde entonces penas lloro Y solo el cariño imploro De mi madre a quien adoro Y mis desvíos sintió<>|es|625|[('stereotype', 2.2780917584896088), ('active', 2.2769292816519737), ('sexual_harassment', 1.930874027311802), ('dominance', 1.3753816485404968)]|('Desde entonces penas lloro Y solo el cariño imploro De mi madre a quien adoro Y mis desvíos sintió', ('stereotype', 5.371438339352608), 0)
455|Cantor de Mi Barrio|Roberto Goyeneche|Yo soy el cantor de mi barrio Que vino hasta el centro buscando olvidar Con una guitarra templada Y unos tangos viejos que aprendí al pasar Mi nombre no tiene importancia Cantor del barrio me suelen llamar Y nadie conoce mi pena Perdonen muchachos, les voy a contarYo que a la vida le di El encanto de amar Y perdiendo aprendí Hoy, que la he visto pasar Sollozo al recordar Mi vieja herida Nunca le negué mi amor Fue perverso el querer Por ser bueno la amé Y al verla así, como la vi Por esas calle de dios Yo voy vagando sin feYo soy un murmullo de barrio Que canta su pena llorando al pasar Un hombre que vive sin vida Que ha perdido todo por saber amar Me dicen cantor en mi barrio Me piden que cante, no puedo cantar Si tengo una pena tan honda Perdonen muchachos, quisiera llorar|Yo soy el cantor de mi barrio Que vino hasta el centro buscando olvidar Con una guitarra templada Y unos tangos viejos que aprendí al pasar Mi nombre no tiene importancia Cantor del barrio me suelen llamar Y nadie conoce mi pena Perdonen muchachos, les voy a contar<>Yo que a la vida le di El encanto de amar Y perdiendo aprendí Hoy, que la he visto pasar Sollozo al recordar Mi vieja herida Nunca le negué mi amor Fue perverso el querer Por ser bueno la amé Y al verla así, como la vi Por esas calle de dios Yo voy vagando sin fe<>Yo soy un murmullo de barrio Que canta su pena llorando al pasar Un hombre que vive sin vida Que ha perdido todo por saber amar Me dicen cantor en mi barrio Me piden que cante, no puedo cantar Si tengo una pena tan honda Perdonen muchachos, quisiera llorar<>|es|784|[('active', 1.9877620041370392), ('stereotype', 1.4634471386671066), ('sexual_harassment', 1.2693739496171474), ('discredit', 1.1593515053391457)]|('Yo soy un murmullo de barrio Que canta su pena llorando al pasar Un hombre que vive sin vida Que ha perdido todo por saber amar Me dicen cantor en mi barrio Me piden que cante, no puedo cantar Si tengo una pena tan honda Perdonen muchachos, quisiera llorar', ('stereotype', 1.9292313605546951), 0)
456|La Noche Que Te Fuiste|José María Contursi|A veces, Cuando en sueños tu imagen aparece, Radiante y fugaz como un rayo de sol, Siento que tus manos entibian las mías Trémulas y frías... ¡y hablas de tu amor ! Entonces lentamente mi espíritu adormeces, Arrullo sutil de una vieja canción, Aquélla que cantabas cuando tú eras mía, Fantasma febril que se aleja burlón.La noche que te fuiste (más triste que ninguna) Palideció la luna Y se tornó más gris la soledad... La lluvia castigando mi angustia en el cristal Y el viento murmurando : ya no vendrá más. La noche que te fuiste Nevó sobre mi hastío Y un hálito de frío Las cosas envolvió... Mis sueños y mi juventud Cayeron muertos con tu adiós... La noche que te fuiste Se fue mi corazón...Más fuerte que tu olvido, El tiempo y la distancia, Se ensaña, tenaz con mi desolación, El remordimiento de todo el pasado ¡todo mi pasado trágico y burlón ! Por eso cuando en sueños tu imagen se agiganta Y entonas sutil esa vieja canción, Yo vuelvo a ser entonces el de aquellos días, Radiante y feliz como un rayo de sol.|A veces, Cuando en sueños tu imagen aparece, Radiante y fugaz como un rayo de sol, Siento que tus manos entibian las mías Trémulas y frías... ¡y hablas de tu amor ! Entonces lentamente mi espíritu adormeces, Arrullo sutil de una vieja canción, Aquélla que cantabas cuando tú eras mía, Fantasma febril que se aleja burlón.<>La noche que te fuiste (más triste que ninguna) Palideció la luna Y se tornó más gris la soledad... La lluvia castigando mi angustia en el cristal Y el viento murmurando : ya no vendrá más. La noche que te fuiste Nevó sobre mi hastío Y un hálito de frío Las cosas envolvió... Mis sueños y mi juventud Cayeron muertos con tu adiós... La noche que te fuiste Se fue mi corazón...<>Más fuerte que tu olvido, El tiempo y la distancia, Se ensaña, tenaz con mi desolación, El remordimiento de todo el pasado ¡todo mi pasado trágico y burlón ! Por eso cuando en sueños tu imagen se agiganta Y entonas sutil esa vieja canción, Yo vuelvo a ser entonces el de aquellos días, Radiante y feliz como un rayo de sol.<>|es|1020|[('stereotype', 8.9166559278965), ('active', 6.8828485906124115), ('sexual_harassment', 2.7799557894468307), ('passive', 2.735736034810543)]|('Más fuerte que tu olvido, El tiempo y la distancia, Se ensaña, tenaz con mi desolación, El remordimiento de todo el pasado ¡todo mi pasado trágico y burlón ! Por eso cuando en sueños tu imagen se agiganta Y entonas sutil esa vieja canción, Yo vuelvo a ser entonces el de aquellos días, Radiante y feliz como un rayo de sol.', ('stereotype', 2.5092197582125664), 0)
457|Una Pena|Carlos Gardel|Tengo en el alma una tristeza que acaso ya no tenga cura, una sangrante mordedura de mi primer amor, y la añoranza de unos ojos llenos de dulce brujería cuya mirada soñé mía en un momento de ilusión.Déjemen solo, amigos míos, para soñarla mejor, para sufrir, con mi dolor, para llorar con mi muerta ilusión, para pensar en el perdón.Cuando le dije tembloroso: Â« Te amo, mi pobre vida es plenamente tuya Â», jamás pensé que la respuesta suya, pudiese ser un terminante ¡no! ¡Cómo se tuerce el porvenir de un hombre si lo acompaña un desdichado amor!Fresquito ramo de hermosura y gracia, pero mujer, al fin, voluble y fría, entre las flores, su coquetería disimulaba el arma que me hirió; ella marcó los rumbos de mi vida, ¿qué puedo hacer, amigo, en mi dolor?Ir al encuentro del destino, aparentando complacencia, sin ambiciones ni creencias, sin fe y sin ilusión, con la añoranza de esos ojos llenos de dulce brujería cuya mirada soñé mía en un momento de candor.¡Déjemen solo! amigos míos, con mi pobre corazón.|Tengo en el alma una tristeza que acaso ya no tenga cura, una sangrante mordedura de mi primer amor, y la añoranza de unos ojos llenos de dulce brujería cuya mirada soñé mía en un momento de ilusión.<>Déjemen solo, amigos míos, para soñarla mejor, para sufrir, con mi dolor, para llorar con mi muerta ilusión, para pensar en el perdón.<>Cuando le dije tembloroso: Â« Te amo, mi pobre vida es plenamente tuya Â», jamás pensé que la respuesta suya, pudiese ser un terminante ¡no! ¡Cómo se tuerce el porvenir de un hombre si lo acompaña un desdichado amor!<>Fresquito ramo de hermosura y gracia, pero mujer, al fin, voluble y fría, entre las flores, su coquetería disimulaba el arma que me hirió; ella marcó los rumbos de mi vida, ¿qué puedo hacer, amigo, en mi dolor?<>Ir al encuentro del destino, aparentando complacencia, sin ambiciones ni creencias, sin fe y sin ilusión, con la añoranza de esos ojos llenos de dulce brujería cuya mirada soñé mía en un momento de candor.<>¡Déjemen solo! amigos míos, con mi pobre corazón.<>|es|1013|[('stereotype', 3.9333637803792953), ('active', 2.9248645529150963), ('passive', 1.7091220244765282), ('sexual_harassment', 1.298530213534832)]|('¡Déjemen solo! amigos míos, con mi pobre corazón.', ('stereotype', 2.385427989065647), 0)
458|Enfunda La Mandolina|Carlos Gardel|Sosegate que ya es tiempo De archivar las ilusiones Dedicate a balconearla Que pa' vos ya se acabo Y es muy triste eso de verte Esperando a la fulana Con la pinta de un Mateo Desalquilao y tristón No hay que hacerle, ya estas viejo Se acabaron los programas Y haces gracias con tus locos Berretines de gavión Ni te miran las muchachas Y, si alguna te da labia Es pa' pedirte un consejo De baquiano en el amorQue queres, Cipriano Ya no dan más jugo Los cincuenta abriles Que encima llevas Junto con el pelo Que fugo del mate Se te fue la pinta Que no vuelve más Deja las pebetas Para los muchachos Esos platos fuertes No son para vos Pianta del sereno Y andate a la cama Que, después mañana Andas con la tosEnfunda la mandolina Ya no estas pa' serenatas! Te aconseja la chiruza Que tenes en el bulín Dibujándose en la boca La atrevida cruz pagana Con la punta perfumada De su lápiz de carmín Han caído tus acciones En la rueda de grisetas Y a compás del almanaque Se deshoja tu ilusión Y ya todo te convida A ganar cuartel de invierno Junto al fuego de tus recuerdos En la sombra de un rincón|Sosegate que ya es tiempo De archivar las ilusiones Dedicate a balconearla Que pa' vos ya se acabo Y es muy triste eso de verte Esperando a la fulana Con la pinta de un Mateo Desalquilao y tristón No hay que hacerle, ya estas viejo Se acabaron los programas Y haces gracias con tus locos Berretines de gavión Ni te miran las muchachas Y, si alguna te da labia Es pa' pedirte un consejo De baquiano en el amor<>Que queres, Cipriano Ya no dan más jugo Los cincuenta abriles Que encima llevas Junto con el pelo Que fugo del mate Se te fue la pinta Que no vuelve más Deja las pebetas Para los muchachos Esos platos fuertes No son para vos Pianta del sereno Y andate a la cama Que, después mañana Andas con la tos<>Enfunda la mandolina Ya no estas pa' serenatas! Te aconseja la chiruza Que tenes en el bulín Dibujándose en la boca La atrevida cruz pagana Con la punta perfumada De su lápiz de carmín Han caído tus acciones En la rueda de grisetas Y a compás del almanaque Se deshoja tu ilusión Y ya todo te convida A ganar cuartel de invierno Junto al fuego de tus recuerdos En la sombra de un rincón<>|es|1091|[('active', 15.588538348674774), ('stereotype', 12.667803466320038), ('passive', 4.752534255385399), ('dominance', 4.263521730899811)]|"(""Enfunda la mandolina Ya no estas pa' serenatas! Te aconseja la chiruza Que tenes en el bulín Dibujándose en la boca La atrevida cruz pagana Con la punta perfumada De su lápiz de carmín Han caído tus acciones En la rueda de grisetas Y a compás del almanaque Se deshoja tu ilusión Y ya todo te convida A ganar cuartel de invierno Junto al fuego de tus recuerdos En la sombra de un rincón"", ('stereotype', 65.41314721107483), 1)"
459|Desconfio de La Vida|Cacho Castaña|No se porque imagine Que estabamos unidos Y me senti mejorPero aqui estoy Tan solo en la vida Que mejor me voyComo un viejo blues Me hizo recordar Momentos de mi vida Y mi primer amorPero aqui estoy Tan solo en la vida Que mejor me voy|No se porque imagine Que estabamos unidos Y me senti mejor<>Pero aqui estoy Tan solo en la vida Que mejor me voy<>Como un viejo blues Me hizo recordar Momentos de mi vida Y mi primer amor<>Pero aqui estoy Tan solo en la vida Que mejor me voy<>|es|235|[('active', 2.0906150341033936), ('stereotype', 1.6851382330060005), ('sexual_harassment', 1.2821389362215996), ('dominance', 1.2733367271721363)]|('Pero aqui estoy Tan solo en la vida Que mejor me voy', ('stereotype', 2.3321453481912613), 0)
460|Un Divagante, Un Aventurero|Cacho Castaña|Nena, estoy tan loco que no sé lo que me pasa A veces paso por la puerta de tu casa Y tengo ganas de entrar y quiero disimular Nena, tú sabes bien que yo te quiero a mi manera Si no te tengo es seguro que te extraño Cuando te tengo quizás te engaño.Pero yo soy como soy Un divagante y un aventurero Y ser esclavo del amor no quiero Aunque por tus besos yo sé que me muero Pero yo soy un divagante y un aventurero Y a mi guitarra es lo que yo más quiero Sin ella no vivo, sin ella me mueroNena, estoy tan loco que no sé lo que me pasa Ayer pasaba por la esquina de tu casa Cuando de pronto te vi y allí me quise morir Nena, estoy tan triste que ya sé lo que me pasa Te vi con otro en la puerta de tu casa Ya no serás para mí, ya no seré para ti|Nena, estoy tan loco que no sé lo que me pasa A veces paso por la puerta de tu casa Y tengo ganas de entrar y quiero disimular Nena, tú sabes bien que yo te quiero a mi manera Si no te tengo es seguro que te extraño Cuando te tengo quizás te engaño.<>Pero yo soy como soy Un divagante y un aventurero Y ser esclavo del amor no quiero Aunque por tus besos yo sé que me muero Pero yo soy un divagante y un aventurero Y a mi guitarra es lo que yo más quiero Sin ella no vivo, sin ella me muero<>Nena, estoy tan loco que no sé lo que me pasa Ayer pasaba por la esquina de tu casa Cuando de pronto te vi y allí me quise morir Nena, estoy tan triste que ya sé lo que me pasa Te vi con otro en la puerta de tu casa Ya no serás para mí, ya no seré para ti<>|es|743|[('active', 16.19163304567337), ('stereotype', 6.988709419965744), ('sexual_harassment', 5.721249058842659), ('dominance', 2.2715460509061813)]|('Nena, estoy tan loco que no sé lo que me pasa Ayer pasaba por la esquina de tu casa Cuando de pronto te vi y allí me quise morir Nena, estoy tan triste que ya sé lo que me pasa Te vi con otro en la puerta de tu casa Ya no serás para mí, ya no seré para ti', ('sexual_harassment', 55.5295467376709), 1)
461|A Homero|Cátulo Castillo|Fueron años de cercos y glicinas, de la vida en orsay, del tiempo loco. Tu frente triste de pensar la vida tiraba madrugadas por los ojos... Y estaba el terraplén con todo el cielo, la esquina del zanjón, la casa azul. Todo se fue trepando su misterio por los repechos de tu barrio sur.Vamos, vení de nuevo a las doce... Vamos que está esperando Barquina. Vamos... ¿No ves que Pepe esta noche, no ves que el viejo esta noche no va a faltar a la cita?... Vamos... Total al fin nada es cierto y estás, hermano, despierto juntito a Discepolín...Ya punteaba la muerte su milonga, tu voz calló el adiós que nos dolía; de tanto andar sobrándole a las cosas prendido en un final, falló la vida. Yo sé que no vendrás pero, aunque cursi, te esperará lo mismo el paredón, y el tres y dos de la parada inútil y el resto fraternal de nuestro amor...|Fueron años de cercos y glicinas, de la vida en orsay, del tiempo loco. Tu frente triste de pensar la vida tiraba madrugadas por los ojos... Y estaba el terraplén con todo el cielo, la esquina del zanjón, la casa azul. Todo se fue trepando su misterio por los repechos de tu barrio sur.<>Vamos, vení de nuevo a las doce... Vamos que está esperando Barquina. Vamos... ¿No ves que Pepe esta noche, no ves que el viejo esta noche no va a faltar a la cita?... Vamos... Total al fin nada es cierto y estás, hermano, despierto juntito a Discepolín...<>Ya punteaba la muerte su milonga, tu voz calló el adiós que nos dolía; de tanto andar sobrándole a las cosas prendido en un final, falló la vida. Yo sé que no vendrás pero, aunque cursi, te esperará lo mismo el paredón, y el tres y dos de la parada inútil y el resto fraternal de nuestro amor...<>|es|837|[('active', 4.202622547745705), ('stereotype', 3.4452050924301147), ('sexual_harassment', 2.867540344595909), ('dominance', 2.2747285664081573)]|('Ya punteaba la muerte su milonga, tu voz calló el adiós que nos dolía; de tanto andar sobrándole a las cosas prendido en un final, falló la vida. Yo sé que no vendrás pero, aunque cursi, te esperará lo mismo el paredón, y el tres y dos de la parada inútil y el resto fraternal de nuestro amor...', ('stereotype', 7.367031276226044), 0)
