song_name|artist|lyric|lyric_by_e|lang|lyric_length|eval|misogy_estr
Por Un Amor|Vicente Fernández|Por un amor Me desvelo y vivo apasionado Tengo un amor en mi vida Dejo para siempre amargo dolorPobre de mí Esta vida es mejor que se acabe No es para mí, pobre de mí, pobre de mí Cuánto sufre mi pecho que late tan solo por tiPor un amor He llorado gotitas de sangre del corazón Me ha dejado con el alma herida Sin conpasiónPobre de mí Esta vida es mejor que se acabe No es para mí, pobre de mí, pobre de mí Cuánto sufre mi pecho que late tan solo por ti|Por un amor Me desvelo y vivo apasionado Tengo un amor en mi vida Dejo para siempre amargo dolor<>Pobre de mí Esta vida es mejor que se acabe No es para mí, pobre de mí, pobre de mí Cuánto sufre mi pecho que late tan solo por ti<>Por un amor He llorado gotitas de sangre del corazón Me ha dejado con el alma herida Sin conpasión<>Pobre de mí Esta vida es mejor que se acabe No es para mí, pobre de mí, pobre de mí Cuánto sufre mi pecho que late tan solo por ti<>|es|454|[('active', 3.8674410432577133), ('sexual_harassment', 2.324916794896126), ('stereotype', 1.9885262474417686), ('dominance', 1.3260535895824432)]|('Pobre de mí Esta vida es mejor que se acabe No es para mí, pobre de mí, pobre de mí Cuánto sufre mi pecho que late tan solo por ti', ('stereotype', 19.129809737205505), 0)
De Rodillas Te Pido|Los Alegres de La Sierra|Qué cara estoy pagando El haber traicionado El amor que me daba Por una locura Que estupido fui.Ella fue una aventura Tan solo un pasa tiempo Con arrepentimientos sinceros hoy vengo A pedirte perdón.De rodillas te pido te ruego te digo Que regreses con migo que no te olvidado Que te extrañan mis manos que muero de ganas Por volverte a besar.En las noches despierto gritando tu nombre Y me lleno de miedo al pensar que a otro hombre Le estarás entregando tus besos tu cuerpo No quiero ni pensar De rodillas te pido.Ella fue una aventura Tan solo un pasatiempo Con arrepentimientos sinceros hoy vengo A pedirte perdón.De rodillas te pido te ruego te digo Que regreses conmigo que no te olvidado Que te extrañan mis manos que muero de ganas Por volverte a besar.En las noches despierto gritando tu nombre Y me lleno de miedo al pensar que a otro hombre Le estarás entregando tus besos tu cuerpo No quiero ni pensar De rodillas te pido.|Qué cara estoy pagando El haber traicionado El amor que me daba Por una locura Que estupido fui.<>Ella fue una aventura Tan solo un pasa tiempo Con arrepentimientos sinceros hoy vengo A pedirte perdón.<>De rodillas te pido te ruego te digo Que regreses con migo que no te olvidado Que te extrañan mis manos que muero de ganas Por volverte a besar.<>En las noches despierto gritando tu nombre Y me lleno de miedo al pensar que a otro hombre Le estarás entregando tus besos tu cuerpo No quiero ni pensar De rodillas te pido.<>Ella fue una aventura Tan solo un pasatiempo Con arrepentimientos sinceros hoy vengo A pedirte perdón.<>De rodillas te pido te ruego te digo Que regreses conmigo que no te olvidado Que te extrañan mis manos que muero de ganas Por volverte a besar.<>En las noches despierto gritando tu nombre Y me lleno de miedo al pensar que a otro hombre Le estarás entregando tus besos tu cuerpo No quiero ni pensar De rodillas te pido.<>|es|934|[('active', 20.454610884189606), ('sexual_harassment', 11.467233300209045), ('stereotype', 5.118133500218391), ('dominance', 1.7638282850384712)]|('En las noches despierto gritando tu nombre Y me lleno de miedo al pensar que a otro hombre Le estarás entregando tus besos tu cuerpo No quiero ni pensar De rodillas te pido.', ('sexual_harassment', 79.97093200683594), 4)
Bohemio de Aficion|Alejandro Fernández|aléjate de mi no quiero que me quieras yo soy otoño gris y tu eres primavera tu llevas en tu ser pureza de adeveras en cambio yo me pierdo por cualquieraaléjate de mi yo en nada te convengo mi mundo de ilusion es todo lo que tengo infiel en el amor lo traigo de abolento rompiendo corazones me entretengo!yo todo lo que tengo lo doy por las damas y nunca me entretengo a ver si me aman les doy mi corazón tan solo una semana y luego sin rencores dejo que se alejen si les da la ganame quito la camisa por un buen amigo hoy vivo millonario, mañana mendigo mi dicha y mi dolor, a nadie se lo digo por eso nadie sabe cuando estoy gozando, cuando estoy herido por eso nadie sabe cuando estoy gozando, cuando estoy heridobohemio de afición, amigo de las farras de noche mi timón navega sin amarras el antro de lo peor me atrapa entre sus garras si hay vino, si hay mujeres, si hay guitarras!yo todo lo que tengo lo doy por las damas y nunca me entretengo a ver si me aman les doy mi corazón tan solo una semana y luego sin rencores dejo que se alejen si les da la ganame quito la camisa por un buen amigo hoy vivo millonario, mañana mendigo mi dicha y mi dolor, a nadie se lo digo por eso nadie sabe cuando estoy gozando, cuando estoy herido por eso nadie sabe cuando estoy gozando, cuando estoy herido|aléjate de mi no quiero que me quieras yo soy otoño gris y tu eres primavera tu llevas en tu ser pureza de adeveras en cambio yo me pierdo por cualquiera<>aléjate de mi yo en nada te convengo mi mundo de ilusion es todo lo que tengo infiel en el amor lo traigo de abolento rompiendo corazones me entretengo!<>yo todo lo que tengo lo doy por las damas y nunca me entretengo a ver si me aman les doy mi corazón tan solo una semana y luego sin rencores dejo que se alejen si les da la gana<>me quito la camisa por un buen amigo hoy vivo millonario, mañana mendigo mi dicha y mi dolor, a nadie se lo digo por eso nadie sabe cuando estoy gozando, cuando estoy herido por eso nadie sabe cuando estoy gozando, cuando estoy herido<>bohemio de afición, amigo de las farras de noche mi timón navega sin amarras el antro de lo peor me atrapa entre sus garras si hay vino, si hay mujeres, si hay guitarras!<>yo todo lo que tengo lo doy por las damas y nunca me entretengo a ver si me aman les doy mi corazón tan solo una semana y luego sin rencores dejo que se alejen si les da la gana<>me quito la camisa por un buen amigo hoy vivo millonario, mañana mendigo mi dicha y mi dolor, a nadie se lo digo por eso nadie sabe cuando estoy gozando, cuando estoy herido por eso nadie sabe cuando estoy gozando, cuando estoy herido<>|es|1297|[('active', 2.6832878589630127), ('stereotype', 1.9100731238722801), ('sexual_harassment', 1.5365016646683216), ('dominance', 1.477296557277441)]|('me quito la camisa por un buen amigo hoy vivo millonario, mañana mendigo mi dicha y mi dolor, a nadie se lo digo por eso nadie sabe cuando estoy gozando, cuando estoy herido por eso nadie sabe cuando estoy gozando, cuando estoy herido', ('stereotype', 1.857755333185196), 0)
Yo Te Amo Te Amo|Yuri|Escucha, yo te amo te amo, yo ya no se que cosa es, y te amo te amo. Espera, dame la mano, yo gritare y te dire, que te amo te amo. Cada vez que regañamos yo te amo te amo y y te amo te amo. Espera soy impaciente, mas no me vendo por que se, que te amo te amo. Yo no, estoy soñando, tu eres mi dueño, esto es un sueño y te amo te amo. Se que tu y yo discutimos, mas te amo te amo, yo solo te amo. Tomame, dejame, comprame, vendeme, atame, sueltame, quiereme, olvidame, Tomame, dejame, comprame, vendeme, atame, sueltame, quiereme, olvidame, tu siempre contento mas te amo te amo yo te amo te amo Escucha, yo te amo te amo, y al tiempo tu te estas burlando y te amo te amo. Escucha, te llevo dentro y al mismo tiempo me arrepiento y te amo te amo. se que tu y yo discutimos, mas te amo te amo, yo solo te amo. Se que tu y yo discutimos, mas te amo te amo, yo solo te amo. Tomame, dejame, comprame, vendeme, atame, sueltame, quiereme, olvidame, Tomame, dejame, comprame, vendeme, atame, sueltame, quiereme, olvidame, tu siempre contento mas te amo te amo yo te amo te amo escucha yo te amo te amo espera yo te amo te amo escucha yo te amo te amo espera yo te amo te amo.|Escucha, yo te amo te amo, yo ya no se que cosa es, y te amo te amo. Espera, dame la mano, yo gritare y te dire, que te amo te amo. Cada vez que regañamos yo te amo te amo y y te amo te amo. Espera soy impaciente, mas no me vendo por que se, que te amo te amo. Yo no, estoy soñando, tu eres mi dueño, esto es un sueño y te amo te amo. Se que tu y yo discutimos, mas te amo te amo, yo solo te amo. Tomame, dejame, comprame, vendeme, atame, sueltame, quiereme, olvidame, Tomame, dejame, comprame, vendeme, atame, sueltame, quiereme, olvidame, tu siempre contento mas te amo te amo yo te amo te amo Escucha, yo te amo te amo, y al tiempo tu te estas burlando y te amo te amo. Escucha, te llevo dentro y al mismo tiempo me arrepiento y te amo te amo. se que tu y yo discutimos, mas te amo te amo, yo solo te amo. Se que tu y yo discutimos, mas te amo te amo, yo solo te amo. Tomame, dejame, comprame, vendeme, atame, sueltame, quiereme, olvidame, Tomame, dejame, comprame, vendeme, atame, sueltame, quiereme, olvidame, tu siempre contento mas te amo te amo yo te amo te amo escucha yo te amo te amo espera yo te amo te amo escucha yo te amo te amo espera yo te amo te amo.<>|es|1168|[('active', 62.316179275512695), ('dominance', 37.026381492614746), ('sexual_harassment', 18.76690238714218), ('stereotype', 7.65344426035881)]|('Escucha, yo te amo te amo, yo ya no se que cosa es, y te amo te amo. Espera, dame la mano, yo gritare y te dire, que te amo te amo. Cada vez que regañamos yo te amo te amo y y te amo te amo. Espera soy impaciente, mas no me vendo por que se, que te amo te amo. Yo no, estoy soñando, tu eres mi dueño, esto es un sueño y te amo te amo. Se que tu y yo discutimos, mas te amo te amo, yo solo te amo. Tomame, dejame, comprame, vendeme, atame, sueltame, quiereme, olvidame, Tomame, dejame, comprame, vendeme, atame, sueltame, quiereme, olvidame, tu siempre contento mas te amo te amo yo te amo te amo Escucha, yo te amo te amo, y al tiempo tu te estas burlando y te amo te amo. Escucha, te llevo dentro y al mismo tiempo me arrepiento y te amo te amo. se que tu y yo discutimos, mas te amo te amo, yo solo te amo. Se que tu y yo discutimos, mas te amo te amo, yo solo te amo. Tomame, dejame, comprame, vendeme, atame, sueltame, quiereme, olvidame, Tomame, dejame, comprame, vendeme, atame, sueltame, quiereme, olvidame, tu siempre contento mas te amo te amo yo te amo te amo escucha yo te amo te amo espera yo te amo te amo escucha yo te amo te amo espera yo te amo te amo.', ('dominance', 62.316179275512695), 1)
José Antonio|Lucha Reyes|Por una vereda viene cabalgando josé antonio Se viene desde barranco a ver la flor de amancaes En un verevere criollo va a lo largo Del camino con jipi japa pañuelo Y poncho blanco de lino Mientras corre la mañana su recuerdo juguetea Y con alegre retozo el caballo pajareaFinas garúa de junio le pesan las dos mejillas Y cuatro cascos cantando van camino de abancayQue hermoso es mi chalán cual elegante y Garboso sujeta la fina rindas de seda que es blanca y roja Que dulce gobierna el freno con solo sientas de ceda Al dar un quiebro gracioso al criollo verevereJosé antonio josé antonio por que me dejaste aquí Cuando te vuelva a encontrar que se junio y garué Me acurrucare a tu espalda bajo tu poncho de lino Y en las vistas del sombrero quiero ver los amancays Que recojan para ti cuando la ruta me lleve Ese tu sueño dorado de tu caballo de paso Aquel del paso peruano|Por una vereda viene cabalgando josé antonio Se viene desde barranco a ver la flor de amancaes En un verevere criollo va a lo largo Del camino con jipi japa pañuelo Y poncho blanco de lino Mientras corre la mañana su recuerdo juguetea Y con alegre retozo el caballo pajarea<>Finas garúa de junio le pesan las dos mejillas Y cuatro cascos cantando van camino de abancay<>Que hermoso es mi chalán cual elegante y Garboso sujeta la fina rindas de seda que es blanca y roja Que dulce gobierna el freno con solo sientas de ceda Al dar un quiebro gracioso al criollo verevere<>José antonio josé antonio por que me dejaste aquí Cuando te vuelva a encontrar que se junio y garué Me acurrucare a tu espalda bajo tu poncho de lino Y en las vistas del sombrero quiero ver los amancays Que recojan para ti cuando la ruta me lleve Ese tu sueño dorado de tu caballo de paso Aquel del paso peruano<>|es|876|[('active', 4.963915050029755), ('stereotype', 3.3440209925174713), ('sexual_harassment', 2.585098147392273), ('dominance', 1.704971306025982)]|('José antonio josé antonio por que me dejaste aquí Cuando te vuelva a encontrar que se junio y garué Me acurrucare a tu espalda bajo tu poncho de lino Y en las vistas del sombrero quiero ver los amancays Que recojan para ti cuando la ruta me lleve Ese tu sueño dorado de tu caballo de paso Aquel del paso peruano', ('sexual_harassment', 32.909032702445984), 0)
Corazón Corazón|Pedro Infante|Es inútil dejar de quererte Ya no puedo vivir sin tu amor No me digas que voy a perderte No me quieras matar corazónYo que diera por no recordarte Yo que diera por no ser de ti Pero el día que te dije te quiero Te di mi cariño y no supe de miCorazón ( corazón ) Corazón ( corazón ) No me quieras matar CorazónSi has pensado dejar mi cariño Recuerda el camino donde te encontré Si has pensado cambiar tu destino Recuerda un poquito quien te hizo mujerSi después de sentir tu pasado Me miras de frente y me dices adiós Te diré con el alma en la mano Que puedes quedarte porque yo me voyCorazón ( corazón ) Corazón ( corazón ) No me quieras matar Corazón|Es inútil dejar de quererte Ya no puedo vivir sin tu amor No me digas que voy a perderte No me quieras matar corazón<>Yo que diera por no recordarte Yo que diera por no ser de ti Pero el día que te dije te quiero Te di mi cariño y no supe de mi<>Corazón ( corazón ) Corazón ( corazón ) No me quieras matar Corazón<>Si has pensado dejar mi cariño Recuerda el camino donde te encontré Si has pensado cambiar tu destino Recuerda un poquito quien te hizo mujer<>Si después de sentir tu pasado Me miras de frente y me dices adiós Te diré con el alma en la mano Que puedes quedarte porque yo me voy<>Corazón ( corazón ) Corazón ( corazón ) No me quieras matar Corazón<>|es|651|[('active', 8.961302042007446), ('sexual_harassment', 5.410417541861534), ('stereotype', 5.292452126741409), ('dominance', 1.9713141024112701)]|('Corazón ( corazón ) Corazón ( corazón ) No me quieras matar Corazón', ('stereotype', 4.087626934051514), 0)
Hasta El Dia De Hoy|Dareyes de La Sierra|Hasta el dia de hoy  yo te amé no lo niego  hasta el dia de hoy  porque ya me cansé  de ser siempre tu juego Que te perdone dios  porque yo, yo no puedo  tu mataste el amor,  ya no sigas llorando  que otros brazos  me estan esperando Fue por tu culpa  porque no valoraste  fue por tu culpa  por que siempre pensaste  que me ibas a tener  todo el tiempo a tus pies  se acabo ya lo vez Fue por tu culpa  y ya no me interesas  fue por tu culpa  y quedara en tu conciencia  tu mataste el amor  ya no sigas llorando que otros brazos  me estan esperando|Hasta el dia de hoy  yo te amé no lo niego  hasta el dia de hoy  porque ya me cansé  de ser siempre tu juego <>Que te perdone dios  porque yo, yo no puedo  tu mataste el amor,  ya no sigas llorando  que otros brazos  me estan esperando <>Fue por tu culpa  porque no valoraste  fue por tu culpa  por que siempre pensaste  que me ibas a tener  todo el tiempo a tus pies  se acabo ya lo vez <>Fue por tu culpa  y ya no me interesas  fue por tu culpa  y quedara en tu conciencia  tu mataste el amor  ya no sigas llorando <>que otros brazos  me estan esperando<>|es|547|[('active', 17.994877696037292), ('sexual_harassment', 7.995319366455078), ('stereotype', 4.861637204885483), ('dominance', 2.4309106171131134)]|('que otros brazos  me estan esperando', ('stereotype', 2.551194839179516), 1)
Noches Eternas|Vicente Fernández|Que eternas son mis noches Que lenta es mi agonia Que triste vida mia Vivir pensando en tiPorque sin la esperanza Vivir es un tormento Y tu en mi pensamiento Agrandas mi sufrirQue largas son las horas Que negro es mi desvelo Que grande desconsuelo Pensar que te perdiQuisiera yo olvidarte Borrarte de mis suenos Pero es un vano empeño Que yo te olvide a tiComo esas golondrinas Buscando primavera Así niña hechicera Un dia dijiste adiósTe fuiste para siempre Te fuiste de mi lado Y solo has dejado Recuerdos de tu amorQue eternas son mis noches Que lenta es mi agonia Que triste vida mia Vivir pensando en tiPorque sin la esperanza Vivir es un tormento Y tu en mi pensamiento Agrandas mi sufrir|Que eternas son mis noches Que lenta es mi agonia Que triste vida mia Vivir pensando en ti<>Porque sin la esperanza Vivir es un tormento Y tu en mi pensamiento Agrandas mi sufrir<>Que largas son las horas Que negro es mi desvelo Que grande desconsuelo Pensar que te perdi<>Quisiera yo olvidarte Borrarte de mis suenos Pero es un vano empeño Que yo te olvide a ti<>Como esas golondrinas Buscando primavera Así niña hechicera Un dia dijiste adiós<>Te fuiste para siempre Te fuiste de mi lado Y solo has dejado Recuerdos de tu amor<>Que eternas son mis noches Que lenta es mi agonia Que triste vida mia Vivir pensando en ti<>Porque sin la esperanza Vivir es un tormento Y tu en mi pensamiento Agrandas mi sufrir<>|es|694|[('active', 59.97277498245239), ('stereotype', 32.91886746883392), ('dominance', 9.40973088145256), ('sexual_harassment', 6.983762979507446)]|('Porque sin la esperanza Vivir es un tormento Y tu en mi pensamiento Agrandas mi sufrir', ('stereotype', 4.2680103331804276), 1)
Desdén|Vicente Fernández|Trasnochar es tu vida como un carrusel Que por más vueltas y vueltas des En el mismo lugarSer infiel vuelve a ser en el cuento aquel Que por más buena que quieras ser Siempre mala has de serTú me heriste con tu desden Te olvidaste, también tengo un corazón Tú me has hecho tanto esperar Tu me has hecho tanto llorar Con desesperaciónMira mi sufrir, oye mi alma gemir Que no ves, que no ves que sin ti Ya no puedo vivírVen, quiero sentirte otra vez Quiero ahogar todo el parecer Que me dio tu desdénMira mi sufrir, oye mi alma gemir Que no ves, que no ves que sin ti Ya no puedo vivírVen, quiero sentirte otra vez Quiero ahogar todo el parecer Que me dio tu desdén|Trasnochar es tu vida como un carrusel Que por más vueltas y vueltas des En el mismo lugar<>Ser infiel vuelve a ser en el cuento aquel Que por más buena que quieras ser Siempre mala has de ser<>Tú me heriste con tu desden Te olvidaste, también tengo un corazón Tú me has hecho tanto esperar Tu me has hecho tanto llorar Con desesperación<>Mira mi sufrir, oye mi alma gemir Que no ves, que no ves que sin ti Ya no puedo vivír<>Ven, quiero sentirte otra vez Quiero ahogar todo el parecer Que me dio tu desdén<>Mira mi sufrir, oye mi alma gemir Que no ves, que no ves que sin ti Ya no puedo vivír<>Ven, quiero sentirte otra vez Quiero ahogar todo el parecer Que me dio tu desdén<>|es|663|[('active', 8.309198915958405), ('stereotype', 5.169422924518585), ('sexual_harassment', 3.746313974261284), ('passive', 1.739063486456871)]|('Ven, quiero sentirte otra vez Quiero ahogar todo el parecer Que me dio tu desdén', ('sexual_harassment', 62.569838762283325), 3)
Con La Misma Tijera|Vicente Fernández|Por la forma en que te andas portando Se que no andas agusto conmigo Yo deseo que me digas de plano Que papel desempeño contigo Si tanteas que te estoy estorbando Yo me largo y no hay nada perdidoNo eres tú mi primer desengaño Conoci a otras que haci me la hicieron Pero ya siento menos el daño Se le vuelve a uno el alma de fierro Nadamas unos días las extraño Y después ni del nombre me acuerdoYo contigo sonada unas cosas Y estaba seguro que tu eras mi estrella Pero vales igual que las otras Las tiene cortadas la misma tijeraYo te olvido sin llanto y sin copas Y jamás voy andarte buscando Ya bebido y llorado por otras Pero a todo me fui acostumbrado Este mundo esta lleno de rosas Si te pierdo hasta salgo ganandoYo contigo soñada unas cosas Y estaba seguro que tu eras mi estrella Pero vales igual que las otras Las tiene cortadas la misma tijera|Por la forma en que te andas portando Se que no andas agusto conmigo Yo deseo que me digas de plano Que papel desempeño contigo Si tanteas que te estoy estorbando Yo me largo y no hay nada perdido<>No eres tú mi primer desengaño Conoci a otras que haci me la hicieron Pero ya siento menos el daño Se le vuelve a uno el alma de fierro Nadamas unos días las extraño Y después ni del nombre me acuerdo<>Yo contigo sonada unas cosas Y estaba seguro que tu eras mi estrella Pero vales igual que las otras Las tiene cortadas la misma tijera<>Yo te olvido sin llanto y sin copas Y jamás voy andarte buscando Ya bebido y llorado por otras Pero a todo me fui acostumbrado Este mundo esta lleno de rosas Si te pierdo hasta salgo ganando<>Yo contigo soñada unas cosas Y estaba seguro que tu eras mi estrella Pero vales igual que las otras Las tiene cortadas la misma tijera<>|es|854|[('stereotype', 29.395270347595215), ('active', 25.272858142852783), ('passive', 16.786476969718933), ('discredit', 6.644231081008911)]|('Yo contigo soñada unas cosas Y estaba seguro que tu eras mi estrella Pero vales igual que las otras Las tiene cortadas la misma tijera', ('stereotype', 24.510440230369568), 0)
Catarino Y Los Rurales|Grupo Montez De Durango|"Un domingo fue por cierto cantaron tomaron vino levantaron siete muertos que ah matado CatarinoCatarino y los rurales se agarraron a balazos catarino hechaba balas los rurales canonazosCatarino les decia ""que bonitos arenales para agarrarme a balazos con los mentados rurales""Catarino les gritaba arriscandoce el sombrero todavia me sobra parque son puras balas de aceroCatarino les gritaba con toda su voz completa ""que al cabo no me hacen nada soy el leon de acaponeta""Catarino les decia detras de un cerco de alambre ""aqui estoy pa que me coman desgraciados muertos de hambre""Ya con esta me despido deshojando unos rosales aqui se acaban cantando Catarino y los rurales"|"Un domingo fue por cierto cantaron tomaron vino levantaron siete muertos que ah matado Catarino<>Catarino y los rurales se agarraron a balazos catarino hechaba balas los rurales canonazos<>Catarino les decia ""que bonitos arenales para agarrarme a balazos con los mentados rurales""<>Catarino les gritaba arriscandoce el sombrero todavia me sobra parque son puras balas de acero<>Catarino les gritaba con toda su voz completa ""que al cabo no me hacen nada soy el leon de acaponeta""<>Catarino les decia detras de un cerco de alambre ""aqui estoy pa que me coman desgraciados muertos de hambre""<>Ya con esta me despido deshojando unos rosales aqui se acaban cantando Catarino y los rurales<>"|es|672|[('active', 1.837819442152977), ('stereotype', 1.4258706010878086), ('sexual_harassment', 1.310193445533514), ('discredit', 1.1996161192655563)]|('Ya con esta me despido deshojando unos rosales aqui se acaban cantando Catarino y los rurales', ('stereotype', 2.1731149405241013), 0)
La Que Sea|Miguel Aceves Mejía|Voy por el mundo sin rumbo fijo No siento penas, ni siento amor Soy el fantasma de mi pasado Soy de las almas que olvida DiosTuve un cariño que fue mi vida Fue mi locura, mi adoración Pero más grande fue mi tormento Cuando cruelmente me abandonóHoy la que venga, muy bienvenida Y si quiere irse, nomás se va Que ahí vendrán otras, otras y otras Que hoy la que sea, pa' mí, es igualYo no soy de esos que al verse solos Quieren matarse o vengar su amor Por el contrario, yo la bendigo Por ese amor que una vez me dioSi un día, con otro, yo la encontrara Y me llorara pidiendo amor La perdonaba que al fin seria Lo que en mi vida las otras sonHoy la que venga, muy bienvenida Y si quiere irse, nomás se va Que ahí vendrán otras, otras y otras Que hoy la que sea, pa' mí, es igual|Voy por el mundo sin rumbo fijo No siento penas, ni siento amor Soy el fantasma de mi pasado Soy de las almas que olvida Dios<>Tuve un cariño que fue mi vida Fue mi locura, mi adoración Pero más grande fue mi tormento Cuando cruelmente me abandonó<>Hoy la que venga, muy bienvenida Y si quiere irse, nomás se va Que ahí vendrán otras, otras y otras Que hoy la que sea, pa' mí, es igual<>Yo no soy de esos que al verse solos Quieren matarse o vengar su amor Por el contrario, yo la bendigo Por ese amor que una vez me dio<>Si un día, con otro, yo la encontrara Y me llorara pidiendo amor La perdonaba que al fin seria Lo que en mi vida las otras son<>Hoy la que venga, muy bienvenida Y si quiere irse, nomás se va Que ahí vendrán otras, otras y otras Que hoy la que sea, pa' mí, es igual<>|es|776|[('active', 4.8822082579135895), ('stereotype', 2.993559092283249), ('discredit', 2.363465540111065), ('passive', 2.308744192123413)]|"(""Hoy la que venga, muy bienvenida Y si quiere irse, nomás se va Que ahí vendrán otras, otras y otras Que hoy la que sea, pa' mí, es igual"", ('stereotype', 43.0366575717926), 0)"
Busca Otro Amor|Las Jilguerillas|Busca otro amor que te quiera más que yo Que te ame mucho y te adore hasta la muerte Pídele a Dios que te toque buena suerte Y no te encuentres a un borracho como yoAunque borracho pero si supe quererte Ese es mi orgullo ni deseos tenía de verte Pídele a Dios que te toque buena suerte Y no te encuentres a un borracho como yoBusca otro amor que te quiera más que yo Que te ame mucho y te adore hasta la muerte Pídele a Dios que te toque buena suerte Y no te encuentres a un borracho como yoPídele a diooos que te cases con un rico No te castigue y te cases con un pobre Pídele a Dios que no te salga de cobre Y no te encuentres a un borracho como yo|Busca otro amor que te quiera más que yo Que te ame mucho y te adore hasta la muerte Pídele a Dios que te toque buena suerte Y no te encuentres a un borracho como yo<>Aunque borracho pero si supe quererte Ese es mi orgullo ni deseos tenía de verte Pídele a Dios que te toque buena suerte Y no te encuentres a un borracho como yo<>Busca otro amor que te quiera más que yo Que te ame mucho y te adore hasta la muerte Pídele a Dios que te toque buena suerte Y no te encuentres a un borracho como yo<>Pídele a diooos que te cases con un rico No te castigue y te cases con un pobre Pídele a Dios que no te salga de cobre Y no te encuentres a un borracho como yo<>|es|650|[('stereotype', 19.7584331035614), ('active', 12.480789422988892), ('sexual_harassment', 5.2174825221300125), ('passive', 3.099365159869194)]|('Pídele a diooos que te cases con un rico No te castigue y te cases con un pobre Pídele a Dios que no te salga de cobre Y no te encuentres a un borracho como yo', ('stereotype', 34.268707036972046), 0)
Loco un poco|Turf|No te arrepientas de nada y no pidas perdón... Loco un poco nada más, casi pareces normal,  pero en la mirada ocultas algo detrás Simulando, sonriendo, sin saber que estás diciendo, sucia la conciencia pero claro el provenir porque ya está por venir... Cuando escuches esta canción, te va a alegrar el corazón, hay tiempo para decidir, vas a encontrarla porque... Una aguja en un pajar, es dificil de encontrar pero más dificil debe ser si la buscas por eso... No te arrepientas de nada y no pidas perdón... porque ya está por venir... Cuando escuches esta canción, te va a alegrar el corazón, hay tiempo para decidir, vas a encontrar la solución Cuando escuches esta canción, te va a alegrar el corazón,  hay tiempo para decidir, vas a encontrarla y no habrá... ya ya ya ya yeah...ya ya ya ya yaaaa... Cuando escuches esta cancióoooooooooooon....,  te va a alegrar el corazóooooooooooon  Cuando escuches esta cancióoooooooooooon....,  te va a alegrar el corazóooooooooooon|No te arrepientas de nada y no pidas perdón... Loco un poco nada más, casi pareces normal,  pero en la mirada ocultas algo detrás Simulando, sonriendo, sin saber que estás diciendo, sucia la conciencia pero claro el provenir porque ya está por venir... Cuando escuches esta canción, te va a alegrar el corazón, hay tiempo para decidir, vas a encontrarla porque... Una aguja en un pajar, es dificil de encontrar pero más dificil debe ser si la buscas por eso... No te arrepientas de nada y no pidas perdón... porque ya está por venir... Cuando escuches esta canción, te va a alegrar el corazón, hay tiempo para decidir, vas a encontrar la solución Cuando escuches esta canción, te va a alegrar el corazón,  hay tiempo para decidir, vas a encontrarla y no habrá... ya ya ya ya yeah...ya ya ya ya yaaaa... Cuando escuches esta cancióoooooooooooon....,  te va a alegrar el corazóooooooooooon  Cuando escuches esta cancióoooooooooooon....,  te va a alegrar el corazóooooooooooon<>|es|973|[('active', 2.339131571352482), ('stereotype', 1.5913596376776695), ('dominance', 1.3216333463788033), ('sexual_harassment', 1.2847662903368473)]|('No te arrepientas de nada y no pidas perdón... Loco un poco nada más, casi pareces normal,  pero en la mirada ocultas algo detrás Simulando, sonriendo, sin saber que estás diciendo, sucia la conciencia pero claro el provenir porque ya está por venir... Cuando escuches esta canción, te va a alegrar el corazón, hay tiempo para decidir, vas a encontrarla porque... Una aguja en un pajar, es dificil de encontrar pero más dificil debe ser si la buscas por eso... No te arrepientas de nada y no pidas perdón... porque ya está por venir... Cuando escuches esta canción, te va a alegrar el corazón, hay tiempo para decidir, vas a encontrar la solución Cuando escuches esta canción, te va a alegrar el corazón,  hay tiempo para decidir, vas a encontrarla y no habrá... ya ya ya ya yeah...ya ya ya ya yaaaa... Cuando escuches esta cancióoooooooooooon....,  te va a alegrar el corazóooooooooooon  Cuando escuches esta cancióoooooooooooon....,  te va a alegrar el corazóooooooooooon', ('stereotype', 2.339131571352482), 0)
